Date,Ticker,Ticker_name,Exposure,Category,Close,model_score
2025-03-24,WELL,WELLTOWER INC.,Real Estate,Real Estate,149.84,44.0
2025-03-25,WELL,WELLTOWER INC.,Real Estate,Real Estate,148.17,28.0
2025-03-26,WELL,WELLTOWER INC.,Real Estate,Real Estate,149.85,8.0
2025-03-27,WELL,WELLTOWER INC.,Real Estate,Real Estate,149.92,56.0
2025-03-28,WELL,WELLTOWER INC.,Real Estate,Real Estate,153.42,11.0
2025-03-31,WELL,WELLTOWER INC.,Real Estate,Real Estate,153.21,20.0
2025-04-01,WELL,WELLTOWER INC.,Real Estate,Real Estate,154.15,2.0
2025-04-02,WELL,WELLTOWER INC.,Real Estate,Real Estate,153.08,-17.0
2025-04-03,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.43,34.0
2025-04-04,WELL,WELLTOWER INC.,Real Estate,Real Estate,143.29,18.0
2025-04-07,WELL,WELLTOWER INC.,Real Estate,Real Estate,138.81,15.0
2025-04-08,WELL,WELLTOWER INC.,Real Estate,Real Estate,136.49,15.0
2025-04-09,WELL,WELLTOWER INC.,Real Estate,Real Estate,141.49,-10.0
2025-04-10,WELL,WELLTOWER INC.,Real Estate,Real Estate,141.81,0.0
2025-04-11,WELL,WELLTOWER INC.,Real Estate,Real Estate,142.67,0.0
2025-04-14,WELL,WELLTOWER INC.,Real Estate,Real Estate,145.59,0.0
2025-04-15,WELL,WELLTOWER INC.,Real Estate,Real Estate,146.59,0.0
2025-04-16,WELL,WELLTOWER INC.,Real Estate,Real Estate,145.63,0.0
2025-04-17,WELL,WELLTOWER INC.,Real Estate,Real Estate,147.27,22.0
2025-04-21,WELL,WELLTOWER INC.,Real Estate,Real Estate,143.65,-8.0
2025-04-22,WELL,WELLTOWER INC.,Real Estate,Real Estate,147.25,-24.0
2025-04-23,WELL,WELLTOWER INC.,Real Estate,Real Estate,147.65,-25.0
2025-04-24,WELL,WELLTOWER INC.,Real Estate,Real Estate,147.75,8.0
2025-04-25,WELL,WELLTOWER INC.,Real Estate,Real Estate,146.96,-34.0
2025-04-28,WELL,WELLTOWER INC.,Real Estate,Real Estate,149.05,8.0
2025-04-29,WELL,WELLTOWER INC.,Real Estate,Real Estate,151.48,8.0
2025-04-30,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.59,8.0
2025-05-01,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.33,-22.0
2025-05-02,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.72,-22.0
2025-05-05,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.93,-43.0
2025-05-06,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.5,-62.0
2025-05-07,WELL,WELLTOWER INC.,Real Estate,Real Estate,151.34,-40.0
2025-05-08,WELL,WELLTOWER INC.,Real Estate,Real Estate,148.25,5.0
2025-05-09,WELL,WELLTOWER INC.,Real Estate,Real Estate,149.18,-26.0
2025-05-12,WELL,WELLTOWER INC.,Real Estate,Real Estate,145.63,7.0
2025-05-13,WELL,WELLTOWER INC.,Real Estate,Real Estate,145.28,7.0
2025-05-14,WELL,WELLTOWER INC.,Real Estate,Real Estate,143.4,17.0
2025-05-15,WELL,WELLTOWER INC.,Real Estate,Real Estate,146.89,-22.0
2025-05-16,WELL,WELLTOWER INC.,Real Estate,Real Estate,148.72,-1.0
2025-05-19,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.65,-32.0
2025-05-20,WELL,WELLTOWER INC.,Real Estate,Real Estate,151.22,-53.0
2025-05-21,WELL,WELLTOWER INC.,Real Estate,Real Estate,148.3,5.0
2025-05-22,WELL,WELLTOWER INC.,Real Estate,Real Estate,146.9,14.0
2025-05-23,WELL,WELLTOWER INC.,Real Estate,Real Estate,149.17,-53.0
2025-05-27,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.47,-15.0
2025-05-28,WELL,WELLTOWER INC.,Real Estate,Real Estate,151.7,12.0
2025-05-29,WELL,WELLTOWER INC.,Real Estate,Real Estate,153.07,-15.0
2025-05-30,WELL,WELLTOWER INC.,Real Estate,Real Estate,154.28,-20.0
2025-06-02,WELL,WELLTOWER INC.,Real Estate,Real Estate,155.22,-32.0
2025-06-03,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.2,-30.0
2025-06-04,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.05,-21.0
2025-06-05,WELL,WELLTOWER INC.,Real Estate,Real Estate,153.03,-22.0
2025-06-06,WELL,WELLTOWER INC.,Real Estate,Real Estate,154.45,-22.0
2025-06-09,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.31,11.0
2025-06-10,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.9,11.0
2025-06-11,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.24,0.0
2025-06-12,WELL,WELLTOWER INC.,Real Estate,Real Estate,151.91,-9.0
2025-06-13,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.4,12.0
2025-06-16,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.58,0.0
2025-06-17,WELL,WELLTOWER INC.,Real Estate,Real Estate,151.87,29.0
2025-06-18,WELL,WELLTOWER INC.,Real Estate,Real Estate,153.18,-5.0
2025-06-20,WELL,WELLTOWER INC.,Real Estate,Real Estate,151.24,29.0
2025-06-23,WELL,WELLTOWER INC.,Real Estate,Real Estate,154.12,-14.0
2025-06-24,WELL,WELLTOWER INC.,Real Estate,Real Estate,154.25,-5.0
2025-06-25,WELL,WELLTOWER INC.,Real Estate,Real Estate,153.43,-5.0
2025-06-26,WELL,WELLTOWER INC.,Real Estate,Real Estate,153.48,-5.0
2025-06-27,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.13,6.0
2025-06-30,WELL,WELLTOWER INC.,Real Estate,Real Estate,153.73,-17.0
2025-07-01,WELL,WELLTOWER INC.,Real Estate,Real Estate,151.6,37.0
2025-07-02,WELL,WELLTOWER INC.,Real Estate,Real Estate,150.71,30.0
2025-07-03,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.77,40.0
2025-07-07,WELL,WELLTOWER INC.,Real Estate,Real Estate,154.23,37.0
2025-07-08,WELL,WELLTOWER INC.,Real Estate,Real Estate,151.76,37.0
2025-07-09,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.25,37.0
2025-07-10,WELL,WELLTOWER INC.,Real Estate,Real Estate,152.72,15.0
2025-07-11,WELL,WELLTOWER INC.,Real Estate,Real Estate,155.16,67.0
2025-07-14,WELL,WELLTOWER INC.,Real Estate,Real Estate,158.07,29.0
2025-07-15,WELL,WELLTOWER INC.,Real Estate,Real Estate,156.71,67.0
2025-07-16,WELL,WELLTOWER INC.,Real Estate,Real Estate,157.55,-14.0
2025-07-17,WELL,WELLTOWER INC.,Real Estate,Real Estate,157.63,-5.0
2025-07-18,WELL,WELLTOWER INC.,Real Estate,Real Estate,159.05,29.0
2025-07-21,WELL,WELLTOWER INC.,Real Estate,Real Estate,160.32,19.0
2025-07-22,WELL,WELLTOWER INC.,Real Estate,Real Estate,161.09,19.0
2025-07-23,WELL,WELLTOWER INC.,Real Estate,Real Estate,161.63,-10.0
2025-07-24,WELL,WELLTOWER INC.,Real Estate,Real Estate,161.4,-10.0
2025-07-25,WELL,WELLTOWER INC.,Real Estate,Real Estate,161.56,-10.0
2025-07-28,WELL,WELLTOWER INC.,Real Estate,Real Estate,158.29,2.0
2025-07-29,WELL,WELLTOWER INC.,Real Estate,Real Estate,165.96,-32.0
2025-07-30,WELL,WELLTOWER INC.,Real Estate,Real Estate,166.38,-41.0
2025-07-31,WELL,WELLTOWER INC.,Real Estate,Real Estate,165.07,-41.0
2025-08-01,WELL,WELLTOWER INC.,Real Estate,Real Estate,166.24,12.0
2025-08-04,WELL,WELLTOWER INC.,Real Estate,Real Estate,168.78,-11.0
2025-08-05,WELL,WELLTOWER INC.,Real Estate,Real Estate,169.69,-14.0
2025-08-06,WELL,WELLTOWER INC.,Real Estate,Real Estate,168.96,-14.0
2025-08-07,WELL,WELLTOWER INC.,Real Estate,Real Estate,169.68,-14.0
2025-08-08,WELL,WELLTOWER INC.,Real Estate,Real Estate,168.03,21.0
2025-08-11,WELL,WELLTOWER INC.,Real Estate,Real Estate,168.03,34.0
2025-08-12,WELL,WELLTOWER INC.,Real Estate,Real Estate,164.79,34.0
2025-08-13,WELL,WELLTOWER INC.,Real Estate,Real Estate,163.04,46.0
2025-08-14,WELL,WELLTOWER INC.,Real Estate,Real Estate,161.88,62.0
2025-08-15,WELL,WELLTOWER INC.,Real Estate,Real Estate,162.9,46.0
2025-08-18,WELL,WELLTOWER INC.,Real Estate,Real Estate,162.41,46.0
2025-08-19,WELL,WELLTOWER INC.,Real Estate,Real Estate,163.57,-8.0
2025-08-20,WELL,WELLTOWER INC.,Real Estate,Real Estate,165.99,-9.0
2025-08-21,WELL,WELLTOWER INC.,Real Estate,Real Estate,166.94,44.0
2025-08-22,WELL,WELLTOWER INC.,Real Estate,Real Estate,164.43,44.0
2025-08-25,WELL,WELLTOWER INC.,Real Estate,Real Estate,164.9,-9.0
2025-08-26,WELL,WELLTOWER INC.,Real Estate,Real Estate,165.84,-8.0
2025-08-27,WELL,WELLTOWER INC.,Real Estate,Real Estate,167.75,-21.0
2025-08-28,WELL,WELLTOWER INC.,Real Estate,Real Estate,167.4,23.0
2025-08-29,WELL,WELLTOWER INC.,Real Estate,Real Estate,168.28,32.0
2025-09-02,WELL,WELLTOWER INC.,Real Estate,Real Estate,167.74,63.0
2025-09-03,WELL,WELLTOWER INC.,Real Estate,Real Estate,167.43,63.0
2025-09-04,WELL,WELLTOWER INC.,Real Estate,Real Estate,167.68,63.0
2025-09-05,WELL,WELLTOWER INC.,Real Estate,Real Estate,167.82,9.0
2025-09-08,WELL,WELLTOWER INC.,Real Estate,Real Estate,169.36,77.0
2025-09-09,WELL,WELLTOWER INC.,Real Estate,Real Estate,168.85,40.0
2025-09-10,WELL,WELLTOWER INC.,Real Estate,Real Estate,168.09,83.0
2025-09-11,WELL,WELLTOWER INC.,Real Estate,Real Estate,168.47,53.0
2025-09-12,WELL,WELLTOWER INC.,Real Estate,Real Estate,169.13,27.0
2025-09-15,WELL,WELLTOWER INC.,Real Estate,Real Estate,168.92,-16.0
2025-09-16,WELL,WELLTOWER INC.,Real Estate,Real Estate,165.21,-3.0
2025-09-17,WELL,WELLTOWER INC.,Real Estate,Real Estate,165.91,63.0
2025-09-18,WELL,WELLTOWER INC.,Real Estate,Real Estate,166.53,9.0
2025-09-19,WELL,WELLTOWER INC.,Real Estate,Real Estate,165.19,7.0
2025-09-22,WELL,WELLTOWER INC.,Real Estate,Real Estate,167.42,-1.0
2025-09-23,WELL,WELLTOWER INC.,Real Estate,Real Estate,172.55,34.0
2025-09-24,WELL,WELLTOWER INC.,Real Estate,Real Estate,170.97,46.0
2025-09-25,WELL,WELLTOWER INC.,Real Estate,Real Estate,171.7,44.0
2025-09-26,WELL,WELLTOWER INC.,Real Estate,Real Estate,174.9,0.0
2025-09-29,WELL,WELLTOWER INC.,Real Estate,Real Estate,176.2,28.0
2025-09-30,WELL,WELLTOWER INC.,Real Estate,Real Estate,178.14,18.0
2025-10-01,WELL,WELLTOWER INC.,Real Estate,Real Estate,179.38,55.0
2025-10-02,WELL,WELLTOWER INC.,Real Estate,Real Estate,175.5,37.0
2025-10-03,WELL,WELLTOWER INC.,Real Estate,Real Estate,175.04,37.0
2025-10-06,WELL,WELLTOWER INC.,Real Estate,Real Estate,174.14,7.0
2025-10-07,WELL,WELLTOWER INC.,Real Estate,Real Estate,173.0,52.0
2025-10-08,WELL,WELLTOWER INC.,Real Estate,Real Estate,169.14,4.0
2025-10-09,WELL,WELLTOWER INC.,Real Estate,Real Estate,167.27,13.0
2025-10-10,WELL,WELLTOWER INC.,Real Estate,Real Estate,165.94,13.0
2025-10-13,WELL,WELLTOWER INC.,Real Estate,Real Estate,166.85,13.0
2025-10-14,WELL,WELLTOWER INC.,Real Estate,Real Estate,169.34,7.0
2025-10-15,WELL,WELLTOWER INC.,Real Estate,Real Estate,172.34,0.0
2025-10-16,WELL,WELLTOWER INC.,Real Estate,Real Estate,172.08,52.0
2025-10-17,WELL,WELLTOWER INC.,Real Estate,Real Estate,175.09,44.0
2025-10-20,WELL,WELLTOWER INC.,Real Estate,Real Estate,177.71,29.0
2025-10-21,WELL,WELLTOWER INC.,Real Estate,Real Estate,175.12,7.0
2025-10-22,WELL,WELLTOWER INC.,Real Estate,Real Estate,175.94,-8.0
2025-10-23,WELL,WELLTOWER INC.,Real Estate,Real Estate,176.06,22.0
2025-10-24,WELL,WELLTOWER INC.,Real Estate,Real Estate,177.94,29.0
2025-10-27,WELL,WELLTOWER INC.,Real Estate,Real Estate,182.61,32.0
2025-10-28,WELL,WELLTOWER INC.,Real Estate,Real Estate,179.7,47.0
2025-10-29,WELL,WELLTOWER INC.,Real Estate,Real Estate,176.96,55.0
2025-10-30,WELL,WELLTOWER INC.,Real Estate,Real Estate,180.88,47.0
2025-10-31,WELL,WELLTOWER INC.,Real Estate,Real Estate,181.04,47.0
2025-11-03,WELL,WELLTOWER INC.,Real Estate,Real Estate,182.32,53.0
2025-11-04,WELL,WELLTOWER INC.,Real Estate,Real Estate,184.35,49.0
2025-11-05,WELL,WELLTOWER INC.,Real Estate,Real Estate,186.35,31.0
2025-11-06,WELL,WELLTOWER INC.,Real Estate,Real Estate,187.76,20.0
2025-11-07,WELL,WELLTOWER INC.,Real Estate,Real Estate,190.25,20.0
2025-11-10,WELL,WELLTOWER INC.,Real Estate,Real Estate,191.06,20.0
2025-11-11,WELL,WELLTOWER INC.,Real Estate,Real Estate,192.31,8.0
2025-11-12,WELL,WELLTOWER INC.,Real Estate,Real Estate,191.64,23.0
2025-11-13,WELL,WELLTOWER INC.,Real Estate,Real Estate,191.07,20.0
2025-11-14,WELL,WELLTOWER INC.,Real Estate,Real Estate,193.82,8.0
2025-11-17,WELL,WELLTOWER INC.,Real Estate,Real Estate,197.27,3.0
2025-11-18,WELL,WELLTOWER INC.,Real Estate,Real Estate,198.29,-23.0
2025-11-19,WELL,WELLTOWER INC.,Real Estate,Real Estate,196.9,23.0
2025-11-20,WELL,WELLTOWER INC.,Real Estate,Real Estate,197.58,19.0
2025-11-21,WELL,WELLTOWER INC.,Real Estate,Real Estate,199.93,-23.0
2025-11-24,WELL,WELLTOWER INC.,Real Estate,Real Estate,202.3,-45.0
2025-11-25,WELL,WELLTOWER INC.,Real Estate,Real Estate,204.59,-8.0
2025-11-26,WELL,WELLTOWER INC.,Real Estate,Real Estate,206.25,-47.0
2025-11-28,WELL,WELLTOWER INC.,Real Estate,Real Estate,208.22,-42.0
2024-09-03,WFC,WELLS FARGO & COMPANY,Financials,Financials,58.37,-36.0
2024-09-04,WFC,WELLS FARGO & COMPANY,Financials,Financials,58.12,-23.0
2024-09-05,WFC,WELLS FARGO & COMPANY,Financials,Financials,56.86,-27.0
2024-09-06,WFC,WELLS FARGO & COMPANY,Financials,Financials,54.0,4.0
2024-09-09,WFC,WELLS FARGO & COMPANY,Financials,Financials,54.59,-26.0
2024-09-10,WFC,WELLS FARGO & COMPANY,Financials,Financials,53.95,-26.0
2024-09-11,WFC,WELLS FARGO & COMPANY,Financials,Financials,53.73,-17.0
2024-09-12,WFC,WELLS FARGO & COMPANY,Financials,Financials,51.57,-89.0
2024-09-13,WFC,WELLS FARGO & COMPANY,Financials,Financials,52.78,-55.0
2024-09-16,WFC,WELLS FARGO & COMPANY,Financials,Financials,53.79,-55.0
2024-09-17,WFC,WELLS FARGO & COMPANY,Financials,Financials,54.51,-7.0
2024-09-18,WFC,WELLS FARGO & COMPANY,Financials,Financials,54.26,-7.0
2024-09-19,WFC,WELLS FARGO & COMPANY,Financials,Financials,55.8,-37.0
2024-09-20,WFC,WELLS FARGO & COMPANY,Financials,Financials,56.29,-37.0
2024-09-23,WFC,WELLS FARGO & COMPANY,Financials,Financials,55.11,-15.0
2024-09-24,WFC,WELLS FARGO & COMPANY,Financials,Financials,54.16,-32.0
2024-09-25,WFC,WELLS FARGO & COMPANY,Financials,Financials,53.61,-32.0
2024-09-26,WFC,WELLS FARGO & COMPANY,Financials,Financials,56.39,-0.0
2024-09-27,WFC,WELLS FARGO & COMPANY,Financials,Financials,55.9,-27.0
2024-09-30,WFC,WELLS FARGO & COMPANY,Financials,Financials,56.49,-44.0
2024-10-01,WFC,WELLS FARGO & COMPANY,Financials,Financials,55.39,-13.0
2024-10-02,WFC,WELLS FARGO & COMPANY,Financials,Financials,55.3,-22.0
2024-10-03,WFC,WELLS FARGO & COMPANY,Financials,Financials,54.98,8.0
2024-10-04,WFC,WELLS FARGO & COMPANY,Financials,Financials,56.96,-36.0
2024-10-07,WFC,WELLS FARGO & COMPANY,Financials,Financials,57.16,11.0
2024-10-08,WFC,WELLS FARGO & COMPANY,Financials,Financials,57.3,-19.0
2024-10-09,WFC,WELLS FARGO & COMPANY,Financials,Financials,57.54,-18.0
2024-10-10,WFC,WELLS FARGO & COMPANY,Financials,Financials,57.75,-21.0
2024-10-11,WFC,WELLS FARGO & COMPANY,Financials,Financials,60.99,-43.0
2024-10-14,WFC,WELLS FARGO & COMPANY,Financials,Financials,62.16,-36.0
2024-10-15,WFC,WELLS FARGO & COMPANY,Financials,Financials,63.03,-36.0
2024-10-16,WFC,WELLS FARGO & COMPANY,Financials,Financials,63.89,-36.0
2024-10-17,WFC,WELLS FARGO & COMPANY,Financials,Financials,64.38,-33.0
2024-10-18,WFC,WELLS FARGO & COMPANY,Financials,Financials,64.36,-73.0
2024-10-21,WFC,WELLS FARGO & COMPANY,Financials,Financials,64.02,-80.0
2024-10-22,WFC,WELLS FARGO & COMPANY,Financials,Financials,64.81,-80.0
2024-10-23,WFC,WELLS FARGO & COMPANY,Financials,Financials,64.56,-70.0
2024-10-24,WFC,WELLS FARGO & COMPANY,Financials,Financials,65.43,-36.0
2024-10-25,WFC,WELLS FARGO & COMPANY,Financials,Financials,64.53,-53.0
2024-10-28,WFC,WELLS FARGO & COMPANY,Financials,Financials,65.61,-53.0
2024-10-29,WFC,WELLS FARGO & COMPANY,Financials,Financials,65.3,-53.0
2024-10-30,WFC,WELLS FARGO & COMPANY,Financials,Financials,65.41,-53.0
2024-10-31,WFC,WELLS FARGO & COMPANY,Financials,Financials,64.92,-43.0
2024-11-01,WFC,WELLS FARGO & COMPANY,Financials,Financials,64.68,16.0
2024-11-04,WFC,WELLS FARGO & COMPANY,Financials,Financials,63.7,60.0
2024-11-05,WFC,WELLS FARGO & COMPANY,Financials,Financials,64.07,45.0
2024-11-06,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.47,-32.0
2024-11-07,WFC,WELLS FARGO & COMPANY,Financials,Financials,69.82,-1.0
2024-11-08,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.04,-1.0
2024-11-11,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.56,-18.0
2024-11-12,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.6,-18.0
2024-11-13,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.77,-0.0
2024-11-14,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.8,-0.0
2024-11-15,WFC,WELLS FARGO & COMPANY,Financials,Financials,74.34,-0.0
2024-11-18,WFC,WELLS FARGO & COMPANY,Financials,Financials,74.09,-44.0
2024-11-19,WFC,WELLS FARGO & COMPANY,Financials,Financials,73.43,-76.0
2024-11-20,WFC,WELLS FARGO & COMPANY,Financials,Financials,73.58,-76.0
2024-11-21,WFC,WELLS FARGO & COMPANY,Financials,Financials,74.83,-44.0
2024-11-22,WFC,WELLS FARGO & COMPANY,Financials,Financials,75.96,-44.0
2024-11-25,WFC,WELLS FARGO & COMPANY,Financials,Financials,76.9,-10.0
2024-11-26,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.35,-10.0
2024-11-27,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.21,-44.0
2024-11-29,WFC,WELLS FARGO & COMPANY,Financials,Financials,76.17,-44.0
2024-12-02,WFC,WELLS FARGO & COMPANY,Financials,Financials,75.28,-11.0
2024-12-03,WFC,WELLS FARGO & COMPANY,Financials,Financials,74.14,-5.0
2024-12-04,WFC,WELLS FARGO & COMPANY,Financials,Financials,73.06,-5.0
2024-12-05,WFC,WELLS FARGO & COMPANY,Financials,Financials,73.66,5.0
2024-12-06,WFC,WELLS FARGO & COMPANY,Financials,Financials,74.33,-15.0
2024-12-09,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.62,12.0
2024-12-10,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.05,27.0
2024-12-11,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.6,28.0
2024-12-12,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.8,28.0
2024-12-13,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.44,28.0
2024-12-16,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.98,-12.0
2024-12-17,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.81,-12.0
2024-12-18,WFC,WELLS FARGO & COMPANY,Financials,Financials,68.76,-11.0
2024-12-19,WFC,WELLS FARGO & COMPANY,Financials,Financials,68.85,-11.0
2024-12-20,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.34,-12.0
2024-12-23,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.54,-12.0
2024-12-24,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.59,9.0
2024-12-26,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.76,9.0
2024-12-27,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.11,9.0
2024-12-30,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.41,-12.0
2024-12-31,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.24,9.0
2025-01-02,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.19,12.0
2025-01-03,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.31,40.0
2025-01-06,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.03,46.0
2025-01-07,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.59,47.0
2025-01-08,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.57,47.0
2025-01-10,WFC,WELLS FARGO & COMPANY,Financials,Financials,69.96,-6.0
2025-01-13,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.53,47.0
2025-01-14,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.19,46.0
2025-01-15,WFC,WELLS FARGO & COMPANY,Financials,Financials,75.95,-15.0
2025-01-16,WFC,WELLS FARGO & COMPANY,Financials,Financials,75.95,-15.0
2025-01-17,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.08,-28.0
2025-01-21,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.85,-57.0
2025-01-22,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.54,-41.0
2025-01-23,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.43,-37.0
2025-01-24,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.32,-28.0
2025-01-27,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.94,-44.0
2025-01-28,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.88,-44.0
2025-01-29,WFC,WELLS FARGO & COMPANY,Financials,Financials,78.37,-53.0
2025-01-30,WFC,WELLS FARGO & COMPANY,Financials,Financials,78.82,-53.0
2025-01-31,WFC,WELLS FARGO & COMPANY,Financials,Financials,78.8,-57.0
2025-02-03,WFC,WELLS FARGO & COMPANY,Financials,Financials,78.14,25.0
2025-02-04,WFC,WELLS FARGO & COMPANY,Financials,Financials,79.47,-37.0
2025-02-05,WFC,WELLS FARGO & COMPANY,Financials,Financials,80.05,-37.0
2025-02-06,WFC,WELLS FARGO & COMPANY,Financials,Financials,81.42,-40.0
2025-02-07,WFC,WELLS FARGO & COMPANY,Financials,Financials,80.67,-62.0
2025-02-10,WFC,WELLS FARGO & COMPANY,Financials,Financials,79.1,-57.0
2025-02-11,WFC,WELLS FARGO & COMPANY,Financials,Financials,79.64,-93.0
2025-02-12,WFC,WELLS FARGO & COMPANY,Financials,Financials,79.25,-34.0
2025-02-13,WFC,WELLS FARGO & COMPANY,Financials,Financials,78.85,-74.0
2025-02-14,WFC,WELLS FARGO & COMPANY,Financials,Financials,79.98,-23.0
2025-02-18,WFC,WELLS FARGO & COMPANY,Financials,Financials,80.78,-23.0
2025-02-19,WFC,WELLS FARGO & COMPANY,Financials,Financials,80.35,-23.0
2025-02-20,WFC,WELLS FARGO & COMPANY,Financials,Financials,78.63,-47.0
2025-02-21,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.5,-8.0
2025-02-24,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.22,-8.0
2025-02-25,WFC,WELLS FARGO & COMPANY,Financials,Financials,76.0,-8.0
2025-02-26,WFC,WELLS FARGO & COMPANY,Financials,Financials,76.45,-8.0
2025-02-27,WFC,WELLS FARGO & COMPANY,Financials,Financials,76.62,-8.0
2025-02-28,WFC,WELLS FARGO & COMPANY,Financials,Financials,78.32,-8.0
2025-03-03,WFC,WELLS FARGO & COMPANY,Financials,Financials,77.03,-17.0
2025-03-04,WFC,WELLS FARGO & COMPANY,Financials,Financials,73.3,-20.0
2025-03-05,WFC,WELLS FARGO & COMPANY,Financials,Financials,74.16,20.0
2025-03-06,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.65,-20.0
2025-03-07,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.05,-4.0
2025-03-10,WFC,WELLS FARGO & COMPANY,Financials,Financials,66.78,41.0
2025-03-11,WFC,WELLS FARGO & COMPANY,Financials,Financials,67.28,0.0
2025-03-12,WFC,WELLS FARGO & COMPANY,Financials,Financials,68.93,0.0
2025-03-13,WFC,WELLS FARGO & COMPANY,Financials,Financials,68.46,0.0
2025-03-14,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.85,0.0
2025-03-17,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.84,0.0
2025-03-18,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.11,0.0
2025-03-19,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.76,0.0
2025-03-20,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.52,58.0
2025-03-21,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.52,28.0
2025-03-24,WFC,WELLS FARGO & COMPANY,Financials,Financials,74.28,44.0
2025-03-25,WFC,WELLS FARGO & COMPANY,Financials,Financials,74.24,44.0
2025-03-26,WFC,WELLS FARGO & COMPANY,Financials,Financials,73.47,30.0
2025-03-27,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.28,45.0
2025-03-28,WFC,WELLS FARGO & COMPANY,Financials,Financials,70.69,55.0
2025-03-31,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.79,37.0
2025-04-01,WFC,WELLS FARGO & COMPANY,Financials,Financials,71.31,-22.0
2025-04-02,WFC,WELLS FARGO & COMPANY,Financials,Financials,72.26,-37.0
2025-04-03,WFC,WELLS FARGO & COMPANY,Financials,Financials,65.67,-2.0
2025-04-04,WFC,WELLS FARGO & COMPANY,Financials,Financials,60.98,38.0
2025-04-07,WFC,WELLS FARGO & COMPANY,Financials,Financials,62.17,28.0
2025-04-08,WFC,WELLS FARGO & COMPANY,Financials,Financials,62.08,1.0
2025-04-09,WFC,WELLS FARGO & COMPANY,Financials,Financials,66.33,-0.0
2025-04-10,WFC,WELLS FARGO & COMPANY,Financials,Financials,63.11,0.0
2025-04-11,WFC,WELLS FARGO & COMPANY,Financials,Financials,62.51,-0.0
2025-04-14,WFC,WELLS FARGO & COMPANY,Financials,Financials,63.1,-0.0
