Date,Ticker,Ticker_name,Exposure,Category,Sharpe_Rank_mtd_change,current_Sharpe_Rank,previous_Sharpe_Rank
2025-12-16,TEL,TE CONNECTIVITY LTD,Information Technology,Information Technology,13.2,31.9,18.7
2025-12-16,TER,"TERADYNE, INC.",Information Technology,Information Technology,40.5,75.8,35.3
2025-12-16,TFC,TRUIST FINANCIAL ,Financials,Financials,26.2,99.4,73.2
2025-12-16,TGT,TARGET ,Consumer Staples,Consumer Staples,47.4,99.4,52.0
2025-12-16,THD,ISHARES:MSCI THAI,,Foreign,47.8,66.1,18.3
2025-12-16,TIP,ISHARES:TIPS BD ETF,Bonds,Bonds,-10.3,15.9,26.2
2025-12-16,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,2.2,88.5,86.3
2025-12-16,TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,Communication Services,39.3,89.7,50.4
2025-12-16,TLT,ISHARES:20+ TRS BD ETF,Bonds,Bonds,-4.9,17.1,22.0
2025-12-16,TMO,THERMO FISHER SCIENTIFIC INC.,Health Care,Health Care,-35.7,43.5,79.2
2025-12-16,TMUS,"T-MOBILE US, INC.",Communication Services,Communication Services,-56.7,2.6,59.3
2025-12-16,TNX,10 Y TSY YLD NDX,Yields,Yields,23.6,48.6,25.0
2025-12-16,TPL,TEXAS PACIFIC LAND ,Energy,Energy,-23.4,13.7,37.1
2025-12-16,TPR,"TAPESTRY, INC.",Consumer Discretionary,Consumer Discretionary,58.2,91.1,32.9
2025-12-16,TRGP,TARGA RESOURCES CORP.,Energy,Energy,-18.4,77.8,96.2
2025-12-16,TRMB,TRIMBLE INC.,Information Technology,Information Technology,12.7,79.0,66.3
2025-12-16,TROW,"T. ROWE PRICE GROUP, INC.",Financials,Financials,31.6,88.3,56.7
2025-12-16,TRV,"THE TRAVELERS COMPANIES, INC.",Financials,Financials,-51.4,45.6,97.0
2025-12-16,TS,TENARIS SA,,MR Discretion,-29.0,21.8,50.8
2025-12-16,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,Consumer Discretionary,-27.0,36.9,63.9
2025-12-16,TSLA,"TESLA, INC.",Consumer Discretionary,Consumer Discretionary,54.8,89.1,34.3
2025-12-16,TSN,"TYSON FOODS, INC.",Consumer Staples,Consumer Staples,-5.0,94.4,99.4
2025-12-16,TT,TRANE TECHNOLOGIES PLC,Industrials,Industrials,1.0,27.8,26.8
2025-12-16,TTD,"THE TRADE DESK, INC.",Communication Services,Communication Services,31.9,38.1,6.2
2025-12-16,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,Communication Services,37.3,72.0,34.7
2025-12-16,TUR,ISHARES:MSCI TURKEY,,Foreign,56.9,87.3,30.4
2025-12-16,TXN,TEXAS INSTRUMENTS INC.,Information Technology,Information Technology,19.7,92.3,72.6
2025-12-16,TXT,TEXTRON INC.,Industrials,Industrials,9.5,88.1,78.6
2025-12-16,TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,Information Technology,-3.2,45.2,48.4
2025-12-16,TYX,30 Y TSY YLD NDX,Yields,Yields,15.6,58.5,42.9
2025-12-16,UAL,"UNITED AIRLINES HOLDINGS, INC.",Industrials,Industrials,30.9,99.4,68.5
2025-12-16,UBER,"UBER TECHNOLOGIES, INC.",Industrials,Industrials,-5.6,11.7,17.3
2025-12-16,UDR,"UDR, INC.",Real Estate,Real Estate,-15.3,83.1,98.4
2025-12-16,UHS,"UNIVERSAL HEALTH SERVICES, INC.",Health Care,Health Care,-63.9,28.8,92.7
2025-12-16,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,Consumer Discretionary,17.8,83.9,66.1
2025-12-16,UNG,UNITED STATES NAT GAS,Energy Complex,Commodities,-71.9,18.8,90.7
2025-12-16,UNH,UNITEDHEALTH GROUP INC.,Health Care,Health Care,22.9,66.9,44.0
2025-12-16,UNP,UNION PACIFIC ,Industrials,Industrials,-0.4,90.5,90.9
2025-12-16,UPS,"UNITED PARCEL SERVICE, INC.",Industrials,Industrials,19.5,88.9,69.4
2025-12-16,URA,GLBL X URANIUM ETF,,Commodities,39.3,47.6,8.3
2025-12-16,URI,"UNITED RENTALS, INC.",Industrials,Industrials,23.6,50.2,26.6
2025-12-16,URNM,SPROTT URANIUM MINERS,,MR Discretion,40.5,54.2,13.7
2025-12-16,USB,U.S. BANCORP,Financials,Financials,24.4,99.0,74.6
2025-12-16,USO,UNITED STATES OIL FUND,Energy Complex,Commodities,-47.2,2.0,49.2
2025-12-16,UUP,INVESCO DB USD IDX BL,USD,Currencies,-7.7,0.6,8.3
2025-12-16,V,VISA INC.,Financials,Financials,75.2,85.1,9.9
2025-12-16,VAL,VALARIS LIMITED,,MR Discretion,-22.0,13.5,35.5
2025-12-16,VICI,VICI PROPERTIES INC.,Real Estate,Real Estate,-16.3,10.5,26.8
2025-12-16,VIX,CBOE MKT VOLATILITY IDX,,Volatility,-37.5,8.1,45.6
2025-12-16,VLO,VALERO ENERGY ,Energy,Energy,-46.7,9.5,56.2
2025-12-16,VLTO,VERALTO ,Industrials,Industrials,1.4,74.8,73.4
2025-12-16,VMC,VULCAN MATERIALS COMPANY,Materials,Materials,15.5,76.4,60.9
2025-12-16,VNM,VANECK:VIETNAM,,Foreign,-18.2,40.3,58.5
2025-12-16,VRSK,"VERISK ANALYTICS, INC.",Industrials,Industrials,-34.1,48.2,82.3
2025-12-16,VRSN,"VERISIGN, INC.",Information Technology,Information Technology,-61.3,13.9,75.2
2025-12-16,VRTX,VERTEX PHARMACEUTICALS INC.,Health Care,Health Care,6.7,71.2,64.5
2025-12-16,VST,VISTRA CORP.,Utilities,Utilities,19.1,41.9,22.8
2025-12-16,VTR,"VENTAS, INC.",Real Estate,Real Estate,-56.9,28.2,85.1
2025-12-16,VTRS,VIATRIS INC.,Health Care,Health Care,15.0,83.5,68.5
2025-12-16,VXN,CBOE NASDAQ MKT VOL NDX,,Volatility,-33.8,8.1,41.9
2025-12-16,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,Communication Services,-41.7,46.0,87.7
2025-12-16,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES ,Industrials,Industrials,22.4,85.1,62.7
2025-12-16,WAT,WATERS ,Health Care,Health Care,-51.4,46.0,97.4
2025-12-16,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,Communication Services,34.1,95.8,61.7
2025-12-16,WDAY,"WORKDAY, INC.",Information Technology,Information Technology,14.6,44.8,30.2
2025-12-16,WDC,WESTERN DIGITAL ,Information Technology,Information Technology,-11.9,38.7,50.6
2025-12-16,WEAT,TEUCRIUM:WHEAT,,Commodities,-66.8,2.0,68.8
2025-12-16,WEC,"WEC ENERGY GROUP, INC.",Utilities,Utilities,-27.5,6.2,33.7
2025-12-16,WELL,WELLTOWER INC.,Real Estate,Real Estate,-87.3,12.5,99.8
2025-12-16,WFC,WELLS FARGO & COMPANY,Financials,Financials,61.4,93.7,32.3
2025-12-16,WM,"WASTE MANAGEMENT, INC.",Industrials,Industrials,-11.3,86.9,98.2
2025-12-16,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,Energy,-61.3,23.2,84.5
2025-12-16,WMT,WALMART INC.,Consumer Staples,Consumer Staples,7.4,88.7,81.3
2025-12-16,WRB,W. R. BERKLEY ,Financials,Financials,-86.1,12.9,99.0
2025-12-16,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,Consumer Discretionary,46.0,56.9,10.9
2025-12-16,WST,"WEST PHARMACEUTICAL SERVICES, INC.",Health Care,Health Care,10.7,48.4,37.7
2025-12-16,WTW,WILLIS TOWERS WATSON,Financials,Financials,26.8,83.1,56.3
2025-12-16,WY,WEYERHAEUSER COMPANY,Real Estate,Real Estate,71.8,96.4,24.6
2025-12-16,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,Consumer Discretionary,0.8,70.6,69.8
2025-12-16,XEL,XCEL ENERGY INC.,Utilities,Utilities,-41.6,2.4,44.0
2025-12-16,XES,SPDR S&P OIL&GAS E&S,,MR Discretion,8.1,49.4,41.3
2025-12-16,XLB,SEL SECTOR:MATRLS SPDR,,Sector & Style ETFs,9.0,92.7,83.7
2025-12-16,XLC,SEL SECTOR:COMM SVC SPDR,,Sector & Style ETFs,32.8,78.0,45.2
2025-12-16,XLE,SEL SECTOR:ENERGY SPDR,,Sector & Style ETFs,-57.3,16.9,74.2
2025-12-16,XLF,SEL SECTOR:FINL S SPDR,,Sector & Style ETFs,28.0,93.1,65.1
2025-12-16,XLI,SEL SECTOR:INDUST SPDR,,Sector & Style ETFs,46.5,80.4,33.9
2025-12-16,XLK,SEL SECTOR:TECH SPDR,,Sector & Style ETFs,29.2,41.7,12.5
2025-12-16,XLP,SEL SECTOR:C STP SPDR,,Sector & Style ETFs,-4.8,86.9,91.7
2025-12-16,XLRE,SEL SECTOR:RL EST SPDR,,Sector & Style ETFs,-45.4,25.8,71.2
2025-12-16,XLU,SEL SECTOR:UTIL SPDR,,Sector & Style ETFs,-29.0,13.9,42.9
2025-12-16,XLV,SEL SECTOR:H CARE SPDR,,Sector & Style ETFs,-34.3,65.1,99.4
2025-12-16,XLY,SEL SECTOR:C DSC SPDR,,Sector & Style ETFs,36.4,93.1,56.7
2025-12-16,XOM,EXXON MOBIL ,Energy,Energy,-33.8,19.4,53.2
2025-12-16,XOP,SPDR S&P OIL&GAS EXP,,MR Discretion,-64.2,18.7,82.9
2025-12-16,XYL,XYLEM INC.,Industrials,Industrials,21.2,23.0,1.8
2025-12-16,XYZ,"BLOCK, INC.",Financials,Financials,60.7,84.5,23.8
2025-12-16,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,Consumer Discretionary,-24.8,66.5,91.3
2025-12-16,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",Health Care,Health Care,3.1,70.4,67.3
2025-12-16,ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,Information Technology,37.5,92.7,55.2
2025-12-16,ZTS,ZOETIS INC.,Health Care,Health Care,30.1,83.9,53.8
