Date,Ticker,Ticker_name,Exposure,Category,model_score_wtd_change,current_model_score,previous_model_score
2025-10-17,CDW,CDW ,Information Technology,Information Technology,-43.0,-17.0,26.0
2025-10-17,CEG,CONSTELLATION ENERGY .,Utilities,Utilities,-36.0,-30.0,6.0
2025-10-17,CF,"CF INDUSTRIES HOLDINGS, INC.",Materials,Materials,48.0,67.0,19.0
2025-10-17,CFG,"CITIZENS FINANCIAL GROUP, INC.",Financials,Financials,-24.0,43.0,67.0
2025-10-17,CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,Consumer Staples,-9.0,-24.0,-15.0
2025-10-17,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",Industrials,Industrials,-36.0,12.0,48.0
2025-10-17,CHTR,"CHARTER COMMUNICATIONS, INC.",Communication Services,Communication Services,0.0,-12.0,-12.0
2025-10-17,CI,THE CIGNA GROUP,Health Care,Health Care,-29.0,-51.0,-22.0
2025-10-17,CINF,CINCINNATI FINANCIAL ,Financials,Financials,24.0,67.0,43.0
2025-10-17,CIVI,"CIVITAS RESOURCES, INC.",,MR Discretion,-13.0,1.0,14.0
2025-10-17,CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,Consumer Staples,0.0,-0.0,-0.0
2025-10-17,CLX,THE CLOROX COMPANY,Consumer Staples,Consumer Staples,0.0,14.0,14.0
2025-10-17,CMBT,CMB.TECH NV,,MR Discretion,13.0,-58.0,-71.0
2025-10-17,CMCSA,COMCAST ,Communication Services,Communication Services,30.0,-21.0,-51.0
2025-10-17,CME,CME GROUP INC.,Financials,Financials,89.0,50.0,-39.0
2025-10-17,CMG,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Discretionary,Consumer Discretionary,-26.0,-47.0,-21.0
2025-10-17,CMI,CUMMINS INC.,Industrials,Industrials,13.0,68.0,55.0
2025-10-17,CMRE,COSTAMARE INC.,,MR Discretion,-27.0,14.0,41.0
2025-10-17,CMS,CMS ENERGY ,Utilities,Utilities,-9.0,-13.0,-4.0
2025-10-17,CNC,CENTENE ,Health Care,Health Care,-4.0,-43.0,-39.0
2025-10-17,CNP,"CENTERPOINT ENERGY, INC.",Utilities,Utilities,-20.0,4.0,24.0
2025-10-17,CNR,"CORE NATURAL RESOURCES, INC.",,MR Discretion,19.0,-36.0,-55.0
2025-10-17,COF,CAPITAL ONE FINANCIAL ,Financials,Financials,-46.0,0.0,46.0
2025-10-17,COIN,"COINBASE GLOBAL, INC.",Financials,Financials,22.0,36.0,14.0
